id,average_intensity
30,12.033027
30,11.818719
30,11.780427
30,11.826324
30,11.712824
30,11.905673
30,11.808463
30,11.692525
30,11.710237
30,11.92838
30,11.874039
30,12.066202
30,11.991302
30,11.844112
30,11.770091
30,11.932482
30,11.941375
30,11.697959
30,11.856514
30,11.84034
30,11.95391
30,11.980115
30,11.930193
30,11.898975
30,11.768701
30,11.862896
30,11.9897175
30,11.82143
30,11.909375
30,12.032423
30,12.049936
30,12.028543
30,11.9114485
30,11.709638
30,11.940725
30,12.125262
31,15.631723
31,15.664781
31,15.581673
31,15.7224245
31,15.666554
31,15.682692
31,15.775297
31,15.695912
31,15.61619
31,15.6860075
31,15.56171
31,15.66212
31,15.390899
31,15.618502
31,15.60115
31,15.80476
31,15.583672
31,15.595038
31,15.645625
31,15.838261
31,15.733228
31,15.6696
31,15.575016
31,15.728003
31,15.766486
31,15.843638
31,15.640673
31,15.679906
31,15.643298
31,15.712832
31,15.793744
31,15.804423
31,15.823166
31,15.638912
31,15.777926
31,15.617708
31,15.741556
31,15.7046795
31,15.738205
31,15.548416
31,15.564971
31,15.74033
31,15.6670265
31,15.812859
31,15.650672
31,15.520244
31,15.710758
31,15.714847
31,15.698816
31,15.7316065
31,15.641351
31,15.611669
32,12.519259
32,12.545143
32,12.551316
32,12.611691
32,12.4182005
32,12.356907
32,12.377465
32,12.251118
32,12.185579
32,12.062546
32,12.201208
32,12.282873
32,12.251163
32,12.353524
32,12.528907
32,12.560882
32,12.54371
32,12.614721
32,12.665515
32,12.589075
32,12.339002
32,12.522538
32,12.526266
32,12.556624
32,12.3859
32,12.334363
32,12.252903
32,12.141323
32,12.277678
32,12.1028595
32,12.110937
32,12.040006
32,12.188413
32,12.425443
32,12.502073
32,12.511497
32,12.718737
32,12.484257
32,12.560324
32,12.430525
32,12.272642
32,12.503606
32,12.273217
32,12.371969
32,12.414958
32,12.389054
32,12.208913
32,12.310588
32,12.232064
32,12.4128
32,12.382541
32,12.595244
33,15.343734
33,15.368919
33,15.489828
33,15.400216
33,15.428102
33,15.448378
33,15.467508
33,15.690012
33,15.386358
33,15.1437025
33,15.123528
33,14.991612
33,15.048686
33,15.011975
33,15.111231
33,15.139086
33,15.302484
33,15.311617
33,15.35874
33,15.116102
33,14.956039
33,14.964252
33,15.055706
33,15.008753
33,15.20099
33,14.810254
33,14.861089
33,15.149256
33,14.857606
33,15.087192
33,15.048609
33,14.85015
33,14.923663
33,14.95343
33,15.150454
33,14.993158
33,15.069468
33,15.138065
33,15.211167
33,15.120839
33,15.160833
33,15.204754
33,15.412954
33,15.54771
33,15.311938
33,15.398135
33,15.4341345
33,15.50123
33,15.414229
33,15.309595
33,15.294977
33,15.409163
34,17.635212
34,17.37173
34,17.371435
34,17.35264
34,17.721508
34,17.451424
34,17.460302
34,17.43689
34,17.383879
34,17.557396
34,17.58085
34,17.385326
34,17.480978
34,17.61468
34,17.445488
34,17.49756
34,17.369596
34,17.07769
34,17.248701
34,17.39016
34,17.546785
34,17.218334
